amount,balance,trans_type_UNKNOWN,trans_type_WITHDRAWAL,trans_operation_COLLECTION_FROM_OTHER_BANK,trans_operation_CREDIT_IN_CASH,trans_operation_REMITTANCE_TO_OTHER_BANK,trans_operation_UNKNOWN,trans_operation_WITHDRAWAL_IN_CASH,trans_k_symbol_INSURANCE_PAYMENT,trans_k_symbol_INTEREST_CREDITED,trans_k_symbol_LOAN_PAYMENT,trans_k_symbol_OLD_AGE_PENSION,trans_k_symbol_PAYMENT_ON_STATEMENT,trans_k_symbol_SANCTION_INTEREST,trans_k_symbol_UNKNOWN,cluster
34492.0,46163.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24610.0,93935.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11977.0,59887.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7700.0,31209.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13389.0,44588.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11592.0,28918.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
38155.0,88531.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
16806.0,23079.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
5535.0,19028.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7000.0,6273.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3219.0,14842.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
23860.0,52213.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19119.0,68742.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3989.0,17367.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
18830.0,52907.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3862.0,12060.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
44899.0,70652.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
2910.0,15235.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3246.0,25137.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
24269.0,59427.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
46008.0,66668.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
44289.0,103713.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
45461.0,56861.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13500.0,40466.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24688.0,49561.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
20671.0,42773.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8298.0,57071.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3178.0,20028.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11569.0,45776.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10283.0,35656.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2400.0,30745.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
32997.0,82739.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8572.0,33779.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9010.0,28415.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15412.0,39780.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22060.0,55619.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20252.0,79129.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15649.0,68778.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
46470.0,96528.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3556.0,15989.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3404.0,21608.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3189.0,23004.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3460.0,46282.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3860.0,46470.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
12473.0,62019.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14936.0,37749.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
10051.0,11727.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23943.0,77091.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2907.0,19589.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3218.0,7436.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
200.0,24773.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15968.0,56385.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14275.0,47743.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11500.0,39369.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19341.0,60824.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3183.0,16076.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
19834.0,63015.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13617.0,48704.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16284.0,38095.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5247.0,32044.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17308.0,85078.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
39531.0,65870.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
22512.0,69857.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13071.0,43471.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
32625.0,133119.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14329.0,38569.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19802.0,63755.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9368.0,37494.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5875.0,25590.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
18182.0,49961.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10564.0,52467.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3080.0,20489.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
19039.0,46258.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20673.0,49764.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8336.0,32255.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22668.0,33475.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16890.0,42429.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7481.0,107486.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10022.0,79925.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17070.0,39607.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
14287.0,22798.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
49949.0,95508.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13492.0,37704.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
18580.0,56532.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17103.0,35236.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3351.0,16753.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3390.0,18041.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
20398.0,46240.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15761.0,55266.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3469.0,29222.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
4100.0,37314.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11076.0,25370.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3110.0,17996.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
13066.0,62933.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22389.0,76713.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7611.0,30704.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
29611.0,104019.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
18186.0,69860.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2901.0,21829.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
6291.0,38097.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
500.0,23595.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
300.0,45815.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4547.0,30359.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24821.0,91921.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5783.0,38312.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3436.0,28740.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
5709.0,40705.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4089.0,37806.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11679.0,18970.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2910.0,15546.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3374.0,27907.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
40257.0,85634.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
18648.0,41936.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11720.0,79659.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
29210.0,52177.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14311.0,59173.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21027.0,64374.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23914.0,43544.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
19404.0,46132.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23156.0,105086.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13985.0,27625.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3348.0,14570.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
24266.0,79609.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15359.0,40516.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
36586.0,73945.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8366.0,27850.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1600.0,3715.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
35257.0,62405.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
7502.0,20730.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9089.0,34619.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
31845.0,83452.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
16548.0,79168.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20740.0,71726.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19228.0,76874.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19776.0,48972.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3042.0,30857.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3159.0,18540.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1300.0,26101.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11944.0,61014.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8608.0,18528.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
37837.0,79647.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3177.0,20512.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
4221.0,22515.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2700.0,39977.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2900.0,57742.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17467.0,79124.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24593.0,70702.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3251.0,22678.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
10531.0,36067.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
41900.0,82902.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
28522.0,49945.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11906.0,89134.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12595.0,49505.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20700.0,58042.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11615.0,35640.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19724.0,49475.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11874.0,50781.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9299.0,41649.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14041.0,89282.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24608.0,44130.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3330.0,23099.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3037.0,19297.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
21509.0,47889.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22753.0,79436.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4645.0,14925.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3559.0,16172.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11759.0,92738.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16300.0,26831.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8006.0,15710.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16415.0,74649.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3000.0,21774.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
46088.0,68304.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
41083.0,73967.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
46312.0,73591.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
4050.0,14518.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3151.0,23453.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
12662.0,60369.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8200.0,43996.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7360.0,24827.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23602.0,64497.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3221.0,27286.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
23050.0,63230.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24784.0,64717.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5810.0,76661.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17542.0,45181.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20732.0,21058.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6784.0,51970.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17771.0,32269.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22067.0,68671.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3400.0,27284.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12644.0,35847.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24977.0,68992.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5322.0,23529.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17348.0,68117.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4393.0,47862.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9303.0,29324.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16293.0,46407.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19468.0,61895.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
44643.0,52554.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
12298.0,46190.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
36974.0,91130.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
200.0,54136.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9794.0,24424.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3727.0,32499.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3378.0,18747.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3099.0,24216.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
17314.0,29469.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22349.0,81082.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20749.0,69789.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16192.0,51594.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14846.0,46254.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6281.0,42563.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24664.0,84815.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24930.0,72585.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3151.0,32735.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
14139.0,37494.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15190.0,37669.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4004.0,21488.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3758.0,23808.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
15407.0,31606.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8540.0,67146.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
46520.0,88120.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
23116.0,49577.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8944.0,31124.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4579.0,26046.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7473.0,25253.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5855.0,19175.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11946.0,40833.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
47328.0,129302.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15773.0,55194.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6532.0,27566.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19594.0,38281.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14266.0,37305.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1900.0,38831.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8764.0,51424.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10904.0,5665.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
32594.0,76646.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
22078.0,59133.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24390.0,109077.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21411.0,51601.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11889.0,87527.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19450.0,63392.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10559.0,70222.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17478.0,41865.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23927.0,58052.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3175.0,23857.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3364.0,17627.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
18236.0,59744.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3087.0,60920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
5700.0,31224.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
37136.0,60362.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1900.0,29933.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17915.0,31234.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
5896.0,30654.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3747.0,20158.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
16904.0,20487.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11500.0,43937.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4136.0,74094.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
25609.0,54912.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
15898.0,58958.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4200.0,29414.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3554.0,25214.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
24033.0,83007.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
300.0,38400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12245.0,44265.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4347.0,15465.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14035.0,69797.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4208.0,51093.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6329.0,29371.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8400.0,85515.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2921.0,21559.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
30818.0,54640.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1700.0,19884.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19549.0,38082.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6064.0,22784.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19674.0,39071.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9100.0,56849.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19746.0,85727.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17241.0,37140.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11248.0,45031.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4216.0,35642.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20281.0,48998.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9975.0,50366.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16997.0,50687.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
200.0,15900.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10315.0,25925.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3427.0,17609.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3144.0,24917.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
21652.0,112462.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10249.0,26924.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16852.0,57395.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22790.0,92055.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22680.0,78402.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3331.0,55485.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1000.0,15968.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4053.0,15093.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21788.0,52649.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19809.0,42407.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4441.0,16519.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24266.0,39107.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20081.0,56757.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21432.0,88561.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15245.0,32171.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
7429.0,26781.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22436.0,81957.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12757.0,32098.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
37646.0,105444.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24193.0,84550.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3336.0,32434.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
35929.0,54767.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
21013.0,68161.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2901.0,16699.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
20562.0,21662.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16504.0,17304.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8200.0,22182.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3873.0,48463.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
22132.0,56673.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11038.0,31023.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3150.0,18357.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
15762.0,50458.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6263.0,42703.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3619.0,24467.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
2300.0,36440.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13996.0,21415.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11857.0,36495.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3848.0,32209.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
21971.0,106848.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9282.0,37043.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8380.0,29031.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6300.0,12490.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
47328.0,128025.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11577.0,58537.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4600.0,24632.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
25207.0,45222.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
5893.0,32830.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5553.0,15677.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
25191.0,119634.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12215.0,21347.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16824.0,63335.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10084.0,24878.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22968.0,85640.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21120.0,40520.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
