date,amount,balance,trans_type_UNKNOWN,trans_type_WITHDRAWAL,trans_operation_COLLECTION_FROM_OTHER_BANK,trans_operation_CREDIT_IN_CASH,trans_operation_REMITTANCE_TO_OTHER_BANK,trans_operation_UNKNOWN,trans_operation_WITHDRAWAL_IN_CASH,trans_k_symbol_INSURANCE_PAYMENT,trans_k_symbol_INTEREST_CREDITED,trans_k_symbol_LOAN_PAYMENT,trans_k_symbol_OLD_AGE_PENSION,trans_k_symbol_PAYMENT_ON_STATEMENT,trans_k_symbol_SANCTION_INTEREST,trans_k_symbol_UNKNOWN,cluster
1998-01-19,3700.0,17273.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,700.0,62301.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,500.0,29900.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,26076.0,91856.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,46698.0,86603.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,4000.0,47208.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,28902.0,77202.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,24602.0,82386.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,2400.0,17979.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,49189.0,95593.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,17980.0,68273.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,6700.0,32664.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,4600.0,35735.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,2800.0,36736.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,9200.0,46353.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,3200.0,28600.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,41714.0,56372.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,2200.0,18377.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,7500.0,27335.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-19,27336.0,68853.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,39082.0,64892.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,11900.0,28639.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,22200.0,45897.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,5700.0,53721.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,4800.0,43642.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,34557.0,113975.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,8400.0,37543.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,4400.0,31238.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,13392.0,63927.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,1300.0,38917.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,100.0,45329.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,4800.0,34258.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,2800.0,32704.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,10800.0,37579.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,37358.0,61379.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,14819.0,46523.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,46817.0,121712.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,21702.0,92294.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,600.0,19304.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,8325.0,42229.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,9400.0,39585.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,11199.0,36174.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,9300.0,52559.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,15510.0,54233.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,49357.0,87888.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,3700.0,19556.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,32630.0,101023.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,48704.0,120989.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,4000.0,23216.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,20900.0,40910.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,5500.0,37550.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,16555.0,52492.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,12000.0,17781.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,20688.0,68652.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,2900.0,46477.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,9800.0,13559.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,13170.0,92971.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,31148.0,59534.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,29993.0,63696.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,24822.0,52803.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,700.0,53648.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,11878.0,29785.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,13265.0,68797.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,5900.0,19497.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,39806.0,60533.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,44465.0,79411.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,17240.0,85192.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,1400.0,3043.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,29859.0,102561.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,200.0,15639.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,28513.0,44323.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,4700.0,80068.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,33027.0,60155.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,18360.0,27128.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,4800.0,39877.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,9000.0,36469.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,3200.0,35752.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,21675.0,46273.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,28331.0,53088.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,11300.0,60544.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,5100.0,32261.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,30460.0,51377.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,1700.0,65733.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,47285.0,53473.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,10200.0,40617.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,9500.0,51451.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-20,500.0,44073.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,17890.0,75338.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,4500.0,73233.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,19795.0,15216.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,15700.0,29419.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,600.0,21547.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,19172.0,92006.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,45183.0,72834.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,23497.0,75096.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,49792.0,56274.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,12989.0,109431.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,3400.0,93350.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,35010.0,78125.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,8400.0,60804.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,34192.0,118146.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,10600.0,33844.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,43632.0,83954.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,2900.0,31200.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,2500.0,20176.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,6900.0,24999.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,7800.0,35507.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,4100.0,53757.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,45297.0,122094.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,2800.0,24198.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,4800.0,23304.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,10100.0,36071.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,1500.0,46164.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,14735.0,35305.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,4100.0,74930.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,13499.0,39494.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,46661.0,111516.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,29535.0,96229.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,12700.0,21052.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,14328.0,21051.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,37781.0,60481.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,44552.0,73807.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,5300.0,16115.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,10300.0,10500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,35235.0,103887.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,42785.0,74388.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,12149.0,23441.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,42607.0,74837.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,9025.0,84773.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,4500.0,25035.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,1500.0,33775.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,1300.0,16792.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,42965.0,99045.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,45204.0,74396.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,39015.0,65854.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,9986.0,15583.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,2400.0,12448.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,1700.0,32092.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,21900.0,47108.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,41115.0,143676.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,15000.0,34627.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,2900.0,37813.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,5100.0,18654.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,29348.0,67689.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,12300.0,48434.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,10115.0,65166.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,30367.0,66711.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,19581.0,68511.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,49316.0,107587.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,23800.0,33414.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-21,10500.0,30688.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,1600.0,29529.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,48133.0,128295.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,15743.0,77607.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,9096.0,35213.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,10900.0,49232.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,8400.0,53413.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,1700.0,39482.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,26876.0,50274.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,5100.0,25382.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,39567.0,100371.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,49573.0,58695.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,6000.0,60383.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,1000.0,45502.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,5700.0,17792.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,13400.0,24555.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,33254.0,125548.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,1400.0,29115.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,26259.0,74808.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,48151.0,79624.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,32952.0,43642.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,5600.0,33944.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,33711.0,59530.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,2300.0,83833.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,4900.0,63127.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,25721.0,87475.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,27800.0,71208.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,46582.0,122365.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,16410.0,38148.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,49480.0,114304.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,30317.0,28483.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,26203.0,54686.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,11318.0,39611.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,24548.0,49573.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,15400.0,53414.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,4000.0,30285.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,18062.0,92450.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,10900.0,34310.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,6981.0,43947.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,1000.0,29135.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,6200.0,30224.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,3000.0,21784.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,2900.0,21637.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,6900.0,12237.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,39644.0,77348.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,4500.0,30951.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,14395.0,43769.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,33308.0,54170.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,9353.0,73198.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,41636.0,90908.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,16483.0,49272.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,34783.0,79891.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,16450.0,38956.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,11469.0,51101.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,49465.0,80684.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,10500.0,68824.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,100.0,36139.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,1500.0,16490.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,40093.0,83668.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,24873.0,115440.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,35010.0,55711.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,48286.0,84738.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,19752.0,55389.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,27734.0,62368.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,18900.0,41596.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,36838.0,93732.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,7700.0,30875.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,9200.0,52181.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,31188.0,78535.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,27475.0,106010.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-22,4800.0,30269.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,700.0,28229.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,13622.0,53754.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,3700.0,37675.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,18381.0,71625.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,20556.0,46657.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,900.0,35923.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,41935.0,117327.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,4300.0,77988.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,28298.0,115981.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,4700.0,38145.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,6500.0,30887.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,1800.0,21527.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,27682.0,71177.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,2800.0,4731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,11600.0,32243.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,400.0,37924.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,27242.0,24700.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,1900.0,21891.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,11000.0,44730.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,45495.0,59347.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,18638.0,79119.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,11900.0,24600.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,10100.0,38095.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,17300.0,47705.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,31164.0,106001.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,48899.0,104727.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,43996.0,108383.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,900.0,15818.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,14348.0,80553.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,2400.0,46815.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,19019.0,58399.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,26066.0,84465.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,11700.0,49613.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,3800.0,32248.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,38378.0,116764.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,15000.0,31189.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,6912.0,88311.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,6700.0,64652.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,10400.0,31134.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,29809.0,85927.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,5100.0,16700.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,41738.0,64207.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,49834.0,72453.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,38952.0,62801.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,7000.0,23330.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,8400.0,7241.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,500.0,17621.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,13102.0,33314.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,37414.0,112668.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,28164.0,80908.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-23,37838.0,71252.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,2500.0,24317.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,800.0,12467.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,4800.0,6499.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,45913.0,70201.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,21340.0,53503.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,7300.0,34998.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,33824.0,55557.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,39796.0,71641.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,100.0,38983.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,2400.0,70595.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,48095.0,127741.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,800.0,17584.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,41430.0,120018.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,4600.0,21341.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,9534.0,86666.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,20725.0,80668.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,47154.0,98630.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,1200.0,23058.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1998-01-24,1300.0,31925.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
